DATE,STORE_ID,PRODUCT_ID,CATEGORY,SALES_UNITS,SALES_VALUE,PROMOTIONAL_DISCOUNT,WEATHER_IMPACT
2023-12-26,STORE-38,PROD-131,Furniture,41.0,393.75,0,None
2023-12-27,STORE-31,PROD-20,Grocery,29.0,92.38,20,Snow
2023-12-28,STORE-33,PROD-186,Electronics,34.0,261.01,20,None
2023-12-29,STORE-34,PROD-186,Electronics,34.0,248.81,5,Rain
2023-12-30,STORE-11,PROD-26,Clothing,28.0,316.29,10,Rain
2023-12-31,STORE-4,PROD-66,Furniture,13.0,473.63,0,Rain
2024-01-01,STORE-33,PROD-165,Furniture,15.0,294.09,20,Rain
2024-01-02,STORE-6,PROD-60,Clothing,23.0,274.71,15,Extreme Heat
2024-01-03,STORE-12,PROD-117,Clothing,44.0,34.66,15,Extreme Heat
2024-01-04,STORE-5,PROD-76,Furniture,26.0,40.82,10,None
2024-01-05,STORE-39,PROD-68,Furniture,4.0,101.8,5,Snow
2024-01-06,STORE-5,PROD-119,Grocery,26.0,25.91,5,Rain
2024-01-07,STORE-44,PROD-13,Grocery,40.0,374.24,5,Rain
2024-01-08,STORE-16,PROD-26,Clothing,9.0,364.43,15,Extreme Heat
2024-01-09,STORE-26,PROD-45,Grocery,5.0,76.67,5,Extreme Heat
2024-01-10,STORE-8,PROD-11,Electronics,32.0,419.68,15,Rain
2024-01-11,STORE-37,PROD-75,Grocery,20.0,85.85,10,Snow
2024-01-12,STORE-16,PROD-93,Grocery,11.0,157.58,0,None
2024-01-13,STORE-38,PROD-174,Electronics,15.0,132.0,20,None
2024-01-14,STORE-39,PROD-81,Clothing,32.0,192.43,10,None
2024-01-15,STORE-3,PROD-110,Electronics,28.0,134.79,15,None
2024-01-16,STORE-40,PROD-190,Grocery,22.0,249.59,10,Snow
2024-01-17,STORE-6,PROD-30,Clothing,41.0,209.63,20,Snow
2024-01-18,STORE-27,PROD-25,Grocery,17.0,493.42,0,Snow
2024-01-19,STORE-43,PROD-195,Electronics,26.0,37.4,20,Extreme Heat
2024-01-20,STORE-38,PROD-12,Electronics,44.0,79.67,15,Rain
2024-01-21,STORE-37,PROD-3,Grocery,7.0,35.88,20,Snow
2024-01-22,STORE-34,PROD-36,Furniture,42.0,316.66,10,None
2024-01-23,STORE-21,PROD-170,Furniture,26.0,36.71,5,Snow
2024-01-24,STORE-17,PROD-166,Electronics,25.0,419.86,10,Rain
2024-01-25,STORE-14,PROD-44,Electronics,10.0,260.85,15,Extreme Heat
2024-01-26,STORE-43,PROD-85,Furniture,45.0,268.23,0,None
2024-01-27,STORE-46,PROD-92,Furniture,19.0,285.18,20,Extreme Heat
2024-01-28,STORE-21,PROD-113,Grocery,11.0,93.7,0,Snow
2024-01-29,STORE-16,PROD-160,Grocery,13.0,106.87,15,None
2024-01-30,STORE-17,PROD-69,Furniture,8.0,166.22,20,None
2024-01-31,STORE-26,PROD-188,Grocery,40.0,300.81,10,Snow
2024-02-01,STORE-9,PROD-24,Grocery,4.0,112.96,10,Snow
2024-02-02,STORE-43,PROD-96,Clothing,47.0,67.0,15,Rain
2024-02-03,STORE-42,PROD-88,Grocery,31.0,485.36,20,Snow
2024-02-04,STORE-20,PROD-47,Electronics,28.0,20.77,10,Snow
2024-02-05,STORE-30,PROD-30,Grocery,11.0,403.32,15,Snow
2024-02-06,STORE-21,PROD-103,Grocery,43.0,396.14,15,None
2024-02-07,STORE-49,PROD-103,Furniture,1.0,155.63,0,Rain
2024-02-08,STORE-5,PROD-117,Electronics,49.0,76.46,10,None
2024-02-09,STORE-1,PROD-70,Grocery,47.0,81.36,20,Snow
2024-02-10,STORE-30,PROD-99,Grocery,38.0,351.74,10,Rain
2024-02-11,STORE-40,PROD-177,Clothing,24.0,324.98,10,Snow
2024-02-12,STORE-37,PROD-123,Grocery,,393.55,10,None
2024-02-13,STORE-7,PROD-108,Grocery,31.0,469.37,15,None
2024-02-14,STORE-5,PROD-167,Clothing,41.0,349.04,5,Snow
2024-02-15,STORE-35,PROD-43,Furniture,46.0,86.37,5,Rain
2024-02-16,STORE-14,PROD-29,Grocery,26.0,129.29,0,None
2024-02-17,STORE-33,PROD-34,Clothing,49.0,422.67,10,Snow
2024-02-18,STORE-17,PROD-179,Electronics,5.0,112.56,5,Extreme Heat
2024-02-19,STORE-9,PROD-186,Furniture,20.0,45.54,0,Snow
2024-02-20,STORE-23,PROD-16,Electronics,41.0,354.61,15,Snow
2024-02-21,STORE-5,PROD-41,Electronics,11.0,207.24,10,Rain
2024-02-22,STORE-16,PROD-27,Clothing,33.0,460.82,20,Snow
2024-02-23,STORE-24,PROD-107,Grocery,38.0,328.62,15,Extreme Heat
2024-02-24,STORE-19,PROD-152,Clothing,27.0,54.31,0,Snow
2024-02-25,STORE-11,PROD-124,Clothing,34.0,474.45,15,Extreme Heat
2024-02-26,STORE-29,PROD-146,Clothing,15.0,136.69,20,None
2024-02-27,STORE-35,PROD-174,Clothing,32.0,175.23,15,Snow
2024-02-28,STORE-46,PROD-113,Furniture,21.0,207.11,0,Rain
2024-02-29,STORE-20,PROD-47,Grocery,46.0,35.1,20,Snow
2024-03-01,STORE-40,PROD-157,Electronics,5.0,253.29,20,Extreme Heat
2024-03-02,STORE-42,PROD-98,Electronics,3.0,70.43,15,Extreme Heat
2024-03-03,STORE-34,PROD-200,Grocery,38.0,206.48,20,Rain
2024-03-04,STORE-1,PROD-92,Electronics,22.0,181.85,15,Extreme Heat
2024-03-05,STORE-43,PROD-157,Grocery,18.0,388.69,10,Snow
2024-03-06,STORE-36,PROD-8,Electronics,14.0,403.55,20,Extreme Heat
2024-03-07,STORE-20,PROD-176,Clothing,10.0,85.17,15,Snow
2024-03-08,STORE-43,PROD-187,Electronics,46.0,189.61,10,Snow
2024-03-09,STORE-7,PROD-34,Grocery,13.0,192.94,20,Extreme Heat
2024-03-10,STORE-9,PROD-124,Grocery,31.0,84.19,10,Rain
2024-03-11,STORE-17,PROD-125,Grocery,30.0,401.24,20,None
2024-03-12,STORE-8,PROD-29,Grocery,3.0,356.54,0,Rain
2024-03-13,STORE-7,PROD-106,Grocery,30.0,103.29,0,None
2024-03-14,STORE-48,PROD-113,Furniture,6.0,189.69,15,Rain
2024-03-15,STORE-36,PROD-12,Furniture,29.0,61.84,5,Snow
2024-03-16,STORE-10,PROD-17,Electronics,8.0,317.82,0,Snow
2024-03-17,STORE-18,PROD-67,Grocery,44.0,69.47,5,Extreme Heat
2024-03-18,STORE-19,PROD-168,Electronics,45.0,493.11,10,None
2024-03-19,STORE-39,PROD-81,Grocery,43.0,392.53,10,None
2024-03-20,STORE-14,PROD-4,Grocery,44.0,201.22,5,Extreme Heat
2024-03-21,STORE-46,PROD-181,Furniture,33.0,293.5,15,Rain
2024-03-22,STORE-22,PROD-174,Furniture,17.0,456.56,20,Extreme Heat
2024-03-23,STORE-14,PROD-135,Clothing,48.0,,5,Rain
2024-03-24,STORE-44,PROD-197,Furniture,11.0,95.5,5,Extreme Heat
2024-03-25,STORE-41,PROD-191,Clothing,13.0,195.56,5,None
2024-03-26,STORE-17,PROD-148,Clothing,11.0,423.14,5,None
2024-03-27,STORE-33,PROD-186,Clothing,31.0,325.66,5,Rain
2024-03-28,STORE-32,PROD-145,Clothing,28.0,328.85,15,None
2024-03-29,STORE-17,PROD-58,Clothing,44.0,869.48,0,None
2024-03-30,STORE-4,PROD-172,Electronics,6.0,448.05,20,None
2024-03-31,STORE-6,PROD-87,Furniture,41.0,460.7,0,None
2024-04-01,STORE-41,PROD-133,Clothing,16.0,56.48,5,Snow
2024-04-02,STORE-28,PROD-134,Grocery,4.0,276.62,0,Extreme Heat
2024-04-03,STORE-18,PROD-177,Furniture,35.0,,15,Extreme Heat
2024-04-04,STORE-3,PROD-180,Furniture,48.0,380.89,10,Snow
2024-04-05,STORE-1,PROD-159,Clothing,26.0,307.29,0,None
2024-04-06,STORE-22,PROD-25,Electronics,12.0,91.73,20,Extreme Heat
2024-04-07,STORE-50,PROD-111,Clothing,11.0,400.74,15,Extreme Heat
2024-04-08,STORE-9,PROD-170,Electronics,37.0,362.85,10,Extreme Heat
2024-04-09,STORE-41,PROD-187,Grocery,25.0,52.21,15,Rain
2024-04-10,STORE-17,PROD-64,Furniture,18.0,237.27,5,Snow
2024-04-11,STORE-11,PROD-124,Grocery,19.0,95.25,10,Rain
2024-04-12,STORE-48,PROD-89,Electronics,23.0,175.36,20,Rain
2024-04-13,STORE-29,PROD-170,Electronics,38.0,18.86,10,Snow
2024-04-14,STORE-36,PROD-174,Grocery,18.0,206.16,20,Extreme Heat
2024-04-15,STORE-46,PROD-165,Electronics,26.0,279.44,5,Rain
2024-04-16,STORE-28,PROD-99,Grocery,6.0,313.6,20,Extreme Heat
2024-04-17,STORE-36,PROD-39,Furniture,4.0,335.11,15,Rain
2024-04-18,STORE-1,PROD-143,Grocery,44.0,419.78,0,Extreme Heat
2024-04-19,STORE-8,PROD-157,Furniture,29.0,115.58,15,None
2024-04-20,STORE-5,PROD-14,Grocery,34.0,69.04,15,None
2024-04-21,STORE-45,PROD-3,Electronics,17.0,427.25,10,None
2024-04-22,STORE-10,PROD-165,Grocery,43.0,86.74,5,Snow
2024-04-23,STORE-35,PROD-41,Electronics,43.0,487.63,0,None
2024-04-24,STORE-3,PROD-130,Grocery,16.0,422.84,20,Rain
2024-04-25,STORE-24,PROD-121,Grocery,2.0,255.43,10,Extreme Heat
2024-04-26,STORE-38,PROD-127,Clothing,34.0,490.9,5,Extreme Heat
2024-04-27,STORE-36,PROD-43,Electronics,8.0,57.71,0,Extreme Heat
2024-04-28,STORE-10,PROD-20,Clothing,13.0,158.5,15,Extreme Heat
2024-04-29,STORE-28,PROD-193,Electronics,42.0,322.73,5,Rain
2024-04-30,STORE-9,PROD-126,Clothing,8.0,181.5,5,Extreme Heat
2024-05-01,STORE-3,PROD-83,Furniture,30.0,464.9,5,Rain
2024-05-02,STORE-20,PROD-62,Grocery,32.0,42.16,15,Rain
2024-05-03,STORE-24,PROD-85,Electronics,36.0,279.21,20,Extreme Heat
2024-05-04,STORE-3,PROD-72,Electronics,47.0,299.52,10,Extreme Heat
2024-05-05,STORE-23,PROD-13,Grocery,30.0,329.84,20,Extreme Heat
2024-05-06,STORE-14,PROD-130,Electronics,1.0,135.28,0,Rain
2024-05-07,STORE-44,PROD-58,Electronics,43.0,188.64,10,Snow
2024-05-08,STORE-16,PROD-141,Clothing,39.0,423.4,0,Rain
2024-05-09,STORE-43,PROD-165,Electronics,17.0,105.52,15,Snow
2024-05-10,STORE-7,PROD-97,Furniture,20.0,415.17,20,Extreme Heat
2024-05-11,STORE-23,PROD-104,Furniture,24.0,285.7,5,Rain
2024-05-12,STORE-50,PROD-61,Grocery,22.0,383.47,10,Extreme Heat
2024-05-13,STORE-36,PROD-21,Electronics,29.0,359.67,5,Snow
2024-05-14,STORE-27,PROD-118,Grocery,22.0,111.68,0,Snow
2024-05-15,STORE-40,PROD-114,Furniture,44.0,288.72,5,Rain
2024-05-16,STORE-48,PROD-147,Electronics,9.0,435.18,5,Rain
2024-05-17,STORE-10,PROD-115,Electronics,37.0,221.74,15,Rain
2024-05-18,STORE-16,PROD-23,Grocery,10.0,483.63,15,Rain
2024-05-19,STORE-11,PROD-128,Furniture,36.0,231.59,20,None
2024-05-20,STORE-12,PROD-115,Electronics,37.0,79.96,0,None
2024-05-21,STORE-27,PROD-81,Grocery,28.0,200.82,15,Extreme Heat
2024-05-22,STORE-2,PROD-31,Furniture,28.0,476.33,15,Snow
2024-05-23,STORE-12,PROD-128,Grocery,42.0,166.66,20,Snow
2024-05-24,STORE-48,PROD-191,Clothing,43.0,435.37,10,Extreme Heat
2024-05-25,STORE-22,PROD-168,Electronics,21.0,441.81,20,Extreme Heat
2024-05-26,STORE-27,PROD-5,Clothing,24.0,181.59,5,Extreme Heat
2024-05-27,STORE-43,PROD-27,Furniture,42.0,50.8,5,None
2024-05-28,STORE-48,PROD-104,Clothing,40.0,365.03,15,Extreme Heat
2024-05-29,STORE-16,PROD-106,Clothing,2.0,162.64,15,Snow
2024-05-30,STORE-18,PROD-10,Furniture,8.0,393.63,20,Extreme Heat
2024-05-31,STORE-11,PROD-143,Grocery,48.0,226.9,20,Rain
2024-06-01,STORE-45,PROD-141,Clothing,27.0,247.78,0,Snow
2024-06-02,STORE-7,PROD-1,Grocery,22.0,391.18,5,Snow
2024-06-03,STORE-25,PROD-24,Clothing,37.0,197.36,20,Snow
2024-06-04,STORE-3,PROD-155,Grocery,27.0,454.26,10,None
2024-06-05,STORE-31,PROD-159,Furniture,29.0,194.33,0,None
2024-06-06,STORE-15,PROD-164,Clothing,3.0,190.0,20,Snow
2024-06-07,STORE-13,PROD-78,Furniture,44.0,267.71,15,Rain
2024-06-08,STORE-30,PROD-131,Clothing,13.0,406.31,20,Snow
2024-06-09,STORE-23,PROD-144,Furniture,45.0,187.27,15,None
2024-06-10,STORE-20,PROD-53,Furniture,10.0,266.88,15,Rain
2024-06-11,STORE-15,PROD-168,Clothing,36.0,338.66,5,Snow
2024-06-12,STORE-15,PROD-172,Clothing,9.0,142.03,5,None
2024-06-13,STORE-2,PROD-117,Clothing,27.0,145.99,20,Rain
2024-06-14,STORE-43,PROD-88,Electronics,34.0,467.37,20,Extreme Heat
2024-06-15,STORE-13,PROD-94,Grocery,1.0,364.53,10,Extreme Heat
2024-06-16,STORE-26,PROD-14,Electronics,32.0,292.82,0,Snow
2024-06-17,STORE-22,PROD-58,Electronics,25.0,327.38,0,Extreme Heat
2024-06-18,STORE-18,PROD-117,Furniture,29.0,24.36,20,None
2024-06-19,STORE-5,PROD-85,Clothing,7.0,312.87,5,Rain
2024-06-20,STORE-50,PROD-144,Grocery,49.0,259.66,10,Snow
2024-06-21,STORE-18,PROD-197,Furniture,3.0,277.42,0,Rain
2024-06-22,STORE-23,PROD-159,Electronics,20.0,186.12,20,Rain
2024-06-23,STORE-42,PROD-154,Clothing,20.0,49.92,5,Rain
2024-06-24,STORE-33,PROD-122,Furniture,30.0,104.74,5,None
2024-06-25,STORE-26,PROD-184,Clothing,35.0,475.86,5,Snow
2024-06-26,STORE-44,PROD-169,Furniture,35.0,210.26,15,Extreme Heat
2024-06-27,STORE-35,PROD-94,Clothing,24.5,238.67,5,Rain
2024-06-28,STORE-22,PROD-184,Electronics,39.0,35.83,20,Rain
2024-06-29,STORE-2,PROD-116,Grocery,27.0,28.41,10,Rain
2024-06-30,STORE-8,PROD-30,Electronics,26.0,361.42,20,None
2024-07-01,STORE-17,PROD-25,Grocery,14.0,273.67,5,Extreme Heat
2024-07-02,STORE-12,PROD-195,Clothing,17.0,259.27,10,Rain
2024-07-03,STORE-38,PROD-169,Furniture,18.0,129.13,0,None
2024-07-04,STORE-17,PROD-57,Electronics,45.0,374.93,0,None
2024-07-05,STORE-3,PROD-1,Grocery,29.0,92.44,20,Rain
2024-07-06,STORE-7,PROD-88,Electronics,20.0,103.07,10,Rain
2024-07-07,STORE-39,PROD-91,Grocery,27.0,235.75,20,None
2024-07-08,STORE-28,PROD-163,Electronics,18.0,150.28,10,None
2024-07-09,STORE-23,PROD-75,Grocery,4.0,131.26,10,Rain
2024-07-10,STORE-47,PROD-141,Grocery,1.0,326.17,20,None
2024-07-11,STORE-21,PROD-134,Clothing,1.0,328.98,10,None
2024-07-12,STORE-28,PROD-96,Grocery,26.0,414.01,5,Rain
2024-07-13,STORE-39,PROD-180,Clothing,45.0,214.68,10,Rain
2024-07-14,STORE-33,PROD-28,Grocery,20.0,45.81,10,Snow
2024-07-15,STORE-8,PROD-12,Furniture,23.0,144.1,20,Extreme Heat
2024-07-16,STORE-25,PROD-43,Furniture,10.0,490.2,0,Rain
2024-07-17,STORE-37,PROD-127,Furniture,11.0,302.17,15,Rain
2024-07-18,STORE-13,PROD-36,Grocery,41.0,357.77,10,Rain
2024-07-19,STORE-17,PROD-184,Clothing,41.0,13.61,15,Extreme Heat
2024-07-20,STORE-3,PROD-191,Clothing,5.0,263.92,10,Snow
2024-07-21,STORE-46,PROD-185,Grocery,1.0,28.39,20,None
2024-07-22,STORE-28,PROD-105,Furniture,17.0,288.92,20,Extreme Heat
2024-07-23,STORE-1,PROD-28,Furniture,22.0,461.18,10,Rain
2024-07-24,STORE-34,PROD-66,Clothing,34.0,484.53,20,Rain
2024-07-25,STORE-35,PROD-157,Furniture,45.0,274.87,20,Snow
2024-07-26,STORE-44,PROD-51,Electronics,41.0,234.52,10,Snow
2024-07-27,STORE-47,PROD-49,Clothing,29.0,473.06,0,Snow
2024-07-28,STORE-48,PROD-31,Furniture,4.0,340.07,10,None
2024-07-29,STORE-48,PROD-101,Clothing,5.0,41.8,0,Extreme Heat
2024-07-30,STORE-43,PROD-56,Electronics,11.0,238.21,20,Extreme Heat
2024-07-31,STORE-13,PROD-118,Clothing,21.0,127.72,0,Snow
2024-08-01,STORE-24,PROD-49,Clothing,35.0,240.2,20,None
2024-08-02,STORE-28,PROD-184,Clothing,12.0,233.18,0,Extreme Heat
2024-08-03,STORE-5,PROD-87,Clothing,26.0,295.25,0,Rain
2024-08-04,STORE-43,PROD-28,Electronics,19.0,184.82,10,Rain
2024-08-05,STORE-22,PROD-194,Grocery,45.0,90.49,0,Rain
2024-08-06,STORE-40,PROD-107,Clothing,7.0,256.82,20,Extreme Heat
2024-08-07,STORE-21,PROD-12,Clothing,47.0,416.8,10,Snow
2024-08-08,STORE-43,PROD-163,Furniture,7.0,335.37,0,Rain
2024-08-09,STORE-8,PROD-173,Clothing,26.0,175.8,10,Snow
2024-08-10,STORE-47,PROD-151,Furniture,40.0,468.41,15,None
2024-08-11,STORE-20,PROD-32,Grocery,5.0,456.98,10,Rain
2024-08-12,STORE-33,PROD-198,Electronics,21.0,112.58,15,None
2024-08-13,STORE-20,PROD-116,Electronics,14.0,29.31,15,Snow
2024-08-14,STORE-43,PROD-118,Grocery,4.0,373.24,10,Extreme Heat
2024-08-15,STORE-27,PROD-169,Electronics,23.0,415.53,20,Snow
2024-08-16,STORE-21,PROD-151,Grocery,42.0,484.25,20,Rain
2024-08-17,STORE-26,PROD-130,Grocery,20.0,446.02,20,Rain
2024-08-18,STORE-45,PROD-35,Grocery,15.0,304.26,5,Snow
2024-08-19,STORE-19,PROD-128,Electronics,45.0,269.73,15,Rain
2024-08-20,STORE-36,PROD-2,Furniture,29.0,23.64,10,Rain
2024-08-21,STORE-9,PROD-136,Grocery,8.0,130.86,20,None
2024-08-22,STORE-13,PROD-189,Clothing,41.0,235.21,20,Extreme Heat
2024-08-23,STORE-27,PROD-13,Electronics,48.0,317.97,10,Snow
2024-08-24,STORE-43,PROD-142,Grocery,19.0,283.05,15,None
2024-08-25,STORE-25,PROD-111,Grocery,48.0,373.89,10,Rain
2024-08-26,STORE-44,PROD-150,Clothing,39.0,147.09,5,None
2024-08-27,STORE-48,PROD-124,Furniture,46.0,286.83,5,Extreme Heat
2024-08-28,STORE-12,PROD-131,Furniture,28.0,53.19,10,Snow
2024-08-29,STORE-40,PROD-200,Furniture,46.0,212.7,15,Extreme Heat
2024-08-30,STORE-37,PROD-46,Grocery,27.0,377.58,20,Extreme Heat
2024-08-31,STORE-20,PROD-178,Grocery,4.0,349.77,5,None
2024-09-01,STORE-26,PROD-149,Grocery,15.0,495.41,5,None
2024-09-02,STORE-36,PROD-45,Electronics,35.0,146.17,15,Extreme Heat
2024-09-03,STORE-1,PROD-188,Clothing,37.0,254.11,5,Rain
2024-09-04,STORE-20,PROD-33,Grocery,1.0,171.47,5,Snow
2024-09-05,STORE-19,PROD-27,Clothing,3.0,225.9,15,Rain
2024-09-06,STORE-14,PROD-100,Clothing,47.0,429.91,10,Rain
2024-09-07,STORE-28,PROD-169,Furniture,24.0,345.26,20,Snow
2024-09-08,STORE-38,PROD-154,Electronics,27.0,442.4,20,None
2024-09-09,STORE-39,PROD-156,Grocery,40.0,109.72,5,Rain
2024-09-10,STORE-42,PROD-83,Furniture,36.0,437.95,20,None
2024-09-11,STORE-21,PROD-130,Furniture,34.0,39.28,10,Snow
2024-09-12,STORE-30,PROD-99,Grocery,29.0,445.41,5,Rain
2024-09-13,STORE-29,PROD-108,Clothing,24.0,171.25,20,None
2024-09-14,STORE-29,PROD-156,Furniture,24.0,164.15,0,None
2024-09-15,STORE-44,PROD-178,Clothing,42.0,260.92,0,Rain
2024-09-16,STORE-14,PROD-196,Electronics,4.0,470.94,0,Snow
2024-09-17,STORE-33,PROD-64,Clothing,3.0,33.41,0,Extreme Heat
2024-09-18,STORE-31,PROD-71,Electronics,34.0,182.59,0,None
2024-09-19,STORE-48,PROD-102,Clothing,49.0,429.72,5,Snow
2024-09-20,STORE-11,PROD-88,Furniture,23.0,204.07,15,Rain
2024-09-21,STORE-43,PROD-76,Furniture,23.0,107.59,15,None
2024-09-22,STORE-6,PROD-116,Electronics,45.0,218.15,5,None
2024-09-23,STORE-19,PROD-35,Grocery,5.0,198.92,5,None
2024-09-24,STORE-33,PROD-36,Electronics,31.0,458.55,10,Snow
2024-09-25,STORE-43,PROD-106,Electronics,41.0,383.35,15,None
2024-09-26,STORE-41,PROD-155,Clothing,6.0,257.51,0,None
2024-09-27,STORE-40,PROD-180,Clothing,37.0,494.3,5,Rain
2024-09-28,STORE-22,PROD-192,Electronics,10.0,237.99,0,None
2024-09-29,STORE-6,PROD-132,Furniture,40.0,38.54,15,Snow
2024-09-30,STORE-49,PROD-77,Clothing,7.0,138.51,20,Rain
2024-10-01,STORE-16,PROD-180,Grocery,39.0,223.67,20,Extreme Heat
2024-10-02,STORE-44,PROD-141,Clothing,38.0,86.88,5,Rain
2024-10-03,STORE-20,PROD-81,Clothing,21.0,474.31,10,None
2024-10-04,STORE-15,PROD-183,Grocery,20.0,385.76,0,Extreme Heat
2024-10-05,STORE-13,PROD-189,Electronics,3.0,141.46,5,Rain
2024-10-06,STORE-10,PROD-142,Grocery,22.0,299.49,10,None
2024-10-07,STORE-2,PROD-162,Electronics,47.0,363.51,0,Rain
2024-10-08,STORE-3,PROD-56,Electronics,4.0,471.23,15,Snow
2024-10-09,STORE-16,PROD-52,Electronics,28.0,442.0,20,None
2024-10-10,STORE-31,PROD-54,Grocery,12.0,262.44,10,Snow
2024-10-11,STORE-40,PROD-160,Electronics,38.0,389.58,0,None
2024-10-12,STORE-50,PROD-183,Furniture,36.0,285.45,5,Snow
2024-10-13,STORE-5,PROD-75,Grocery,47.0,280.82,0,Extreme Heat
2024-10-14,STORE-30,PROD-176,Furniture,41.0,66.22,5,Snow
2024-10-15,STORE-27,PROD-89,Electronics,5.0,71.81,20,Rain
2024-10-16,STORE-41,PROD-173,Clothing,13.0,269.47,20,None
2024-10-17,STORE-37,PROD-34,Electronics,23.0,141.74,0,Rain
2024-10-18,STORE-13,PROD-182,Furniture,15.0,20.31,0,Snow
2024-10-19,STORE-46,PROD-167,Furniture,37.0,364.19,5,None
2024-10-20,STORE-45,PROD-46,Grocery,25.0,25.92,5,Snow
2024-10-21,STORE-25,PROD-129,Clothing,48.0,301.69,10,Extreme Heat
2024-10-22,STORE-32,PROD-139,Grocery,27.0,274.2,10,Extreme Heat
2024-10-23,STORE-26,PROD-178,Furniture,14.0,484.72,10,Extreme Heat
2024-10-24,STORE-16,PROD-164,Electronics,48.0,247.26,0,Snow
2024-10-25,STORE-10,PROD-83,Clothing,47.0,41.16,10,Snow
2024-10-26,STORE-42,PROD-182,Electronics,36.0,280.33,0,Extreme Heat
2024-10-27,STORE-45,PROD-30,Electronics,39.0,422.14,20,Snow
2024-10-28,STORE-1,PROD-195,Clothing,16.0,498.46,15,Rain
2024-10-29,STORE-49,PROD-91,Grocery,22.0,220.87,20,Snow
2024-10-30,STORE-50,PROD-144,Electronics,21.0,166.95,0,Rain
2024-10-31,STORE-7,PROD-123,Furniture,21.0,454.26,0,Extreme Heat
2024-11-01,STORE-50,PROD-150,Electronics,8.0,103.71,15,Snow
2024-11-02,STORE-28,PROD-147,Clothing,49.0,311.56,5,Extreme Heat
2024-11-03,STORE-15,PROD-171,Clothing,16.0,208.8,5,None
2024-11-04,STORE-12,PROD-182,Clothing,15.5,30.13,5,Snow
2024-11-05,STORE-45,PROD-107,Grocery,42.0,180.17,10,Snow
2024-11-06,STORE-34,PROD-173,Electronics,10.0,139.96,5,Extreme Heat
2024-11-07,STORE-30,PROD-192,Grocery,32.0,346.18,10,Extreme Heat
2024-11-08,STORE-4,PROD-137,Grocery,34.0,474.91,10,Extreme Heat
2024-11-09,STORE-36,PROD-74,Clothing,9.0,141.34,5,None
2024-11-10,STORE-16,PROD-109,Clothing,17.0,407.62,5,None
2024-11-11,STORE-8,PROD-4,Grocery,11.0,37.13,15,Extreme Heat
2024-11-12,STORE-30,PROD-134,Electronics,32.0,273.68,15,Snow
2024-11-13,STORE-9,PROD-28,Furniture,10.0,44.57,10,Snow
2024-11-14,STORE-30,PROD-7,Grocery,22.0,467.68,15,Extreme Heat
2024-11-15,STORE-43,PROD-98,Electronics,17.0,385.51,10,Rain
2024-11-16,STORE-34,PROD-38,Clothing,4.0,332.4,0,None
2024-11-17,STORE-36,PROD-14,Clothing,48.0,413.71,10,None
2024-11-18,STORE-39,PROD-172,Electronics,47.0,654.56,10,Rain
2024-11-19,STORE-21,PROD-15,Furniture,25.0,484.78,15,Extreme Heat
2024-11-20,STORE-49,PROD-52,Clothing,21.0,359.84,0,Snow
2024-11-21,STORE-29,PROD-69,Clothing,37.0,463.08,20,Snow
2024-11-22,STORE-40,PROD-193,Clothing,,263.39,20,None
2024-11-23,STORE-47,PROD-42,Electronics,49.0,67.36,20,Rain
2024-11-24,STORE-33,PROD-74,Grocery,1.0,268.81,0,Snow
2024-11-25,STORE-28,PROD-175,Clothing,25.0,72.17,5,None
2024-11-26,STORE-36,PROD-65,Grocery,36.0,300.32,0,Snow
2024-11-27,STORE-29,PROD-38,Furniture,17.0,246.42,15,Snow
2024-11-28,STORE-11,PROD-16,Clothing,41.0,315.06,10,Snow
2024-11-29,STORE-48,PROD-177,Clothing,24.0,14.92,10,None
2024-11-30,STORE-31,PROD-76,Furniture,2.0,105.47,15,Rain
2024-12-01,STORE-29,PROD-53,Clothing,40.0,250.75,15,Extreme Heat
2024-12-02,STORE-17,PROD-193,Grocery,15.0,475.75,10,Rain
2024-12-03,STORE-49,PROD-139,Electronics,32.0,197.97,5,Snow
2024-12-04,STORE-16,PROD-9,Grocery,39.0,217.94,5,Rain
2024-12-05,STORE-41,PROD-92,Electronics,6.0,360.2,5,Snow
2024-12-06,STORE-18,PROD-116,Electronics,1.0,305.86,15,None
2024-12-07,STORE-50,PROD-27,Grocery,47.0,156.47,10,None
2024-12-08,STORE-50,PROD-158,Grocery,23.0,211.3,10,None
2024-12-09,STORE-34,PROD-173,Grocery,39.0,116.67,10,Snow
2024-12-10,STORE-32,PROD-190,Grocery,17.0,483.35,0,Rain
2024-12-11,STORE-41,PROD-144,Furniture,34.0,74.01,0,Extreme Heat
2024-12-12,STORE-16,PROD-58,Clothing,41.0,192.2,20,Extreme Heat
2024-12-13,STORE-18,PROD-191,Electronics,29.0,22.66,0,None
2024-12-14,STORE-29,PROD-166,Grocery,9.0,118.67,5,Extreme Heat
2024-12-15,STORE-5,PROD-144,Grocery,13.0,392.43,5,Snow
2024-12-16,STORE-46,PROD-100,Grocery,6.0,108.58,5,Rain
2024-12-17,STORE-19,PROD-61,Furniture,6.0,49.23,5,Extreme Heat
2024-12-18,STORE-16,PROD-131,Grocery,20.0,242.48,20,Extreme Heat
2024-12-19,STORE-18,PROD-179,Grocery,3.0,14.88,5,Rain
2024-12-20,STORE-22,PROD-74,Grocery,17.0,51.54,15,Extreme Heat
2024-12-21,STORE-21,PROD-178,Clothing,49.0,405.74,15,Rain
